date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:45:38	262247/262247	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2009:16:13%20GMT	https://singaporegoldmart.com/uploads/cust_product_image/cust_product_78_1.jpg	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/uploads/cust_product_image/cust_product_78_1.jpg	(from https://singaporegoldmart.com/home/customized_order/category/35)
15:45:38	204618/204618	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2009:16:13%20GMT	https://singaporegoldmart.com/uploads/cust_product_image/cust_product_79_1.jpg	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/uploads/cust_product_image/cust_product_79_1.jpg	(from https://singaporegoldmart.com/home/customized_order/category/35)
15:45:38	111156/111156	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2010:15:38%20GMT	https://singaporegoldmart.com/home/customized_order/items/35/80	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/home/customized_order/items/35/80.html	(from https://singaporegoldmart.com/home/customized_order/category/35)
15:45:39	282357/282357	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2009:16:12%20GMT	https://singaporegoldmart.com/uploads/cust_product_image/cust_product_80_1.jpg	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/uploads/cust_product_image/cust_product_80_1.jpg	(from https://singaporegoldmart.com/home/customized_order/category/35)
15:45:39	111244/111244	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2010:15:38%20GMT	https://singaporegoldmart.com/home/customized_order/items/35/81	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/home/customized_order/items/35/81.html	(from https://singaporegoldmart.com/home/customized_order/category/35)
15:45:39	320187/320187	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2009:16:12%20GMT	https://singaporegoldmart.com/uploads/cust_product_image/cust_product_81_1.jpg	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/uploads/cust_product_image/cust_product_81_1.jpg	(from https://singaporegoldmart.com/home/customized_order/category/35)
15:45:40	111155/111155	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2010:15:39%20GMT	https://singaporegoldmart.com/home/customized_order/items/35/82	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/home/customized_order/items/35/82.html	(from https://singaporegoldmart.com/home/customized_order/category/35)
15:45:40	111230/111230	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2010:15:40%20GMT	https://singaporegoldmart.com/home/customized_order/items/36/83	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/home/customized_order/items/36/83.html	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:40	264753/264753	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2009:16:13%20GMT	https://singaporegoldmart.com/uploads/cust_product_image/cust_product_82_1.jpg	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/uploads/cust_product_image/cust_product_82_1.jpg	(from https://singaporegoldmart.com/home/customized_order/category/35)
15:45:40	48699/48699	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2009:16:12%20GMT	https://singaporegoldmart.com/uploads/cust_product_image/cust_product_83_1.jpg	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/uploads/cust_product_image/cust_product_83_1.jpg	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:41	111227/111227	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2010:15:40%20GMT	https://singaporegoldmart.com/home/customized_order/items/36/84	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/home/customized_order/items/36/84.html	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:41	82286/82286	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2009:16:12%20GMT	https://singaporegoldmart.com/uploads/cust_product_image/cust_product_84_1.jpg	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/uploads/cust_product_image/cust_product_84_1.jpg	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:42	111131/111131	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2010:15:41%20GMT	https://singaporegoldmart.com/home/customized_order/items/36/85	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/home/customized_order/items/36/85.html	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:42	54812/54812	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2009:16:13%20GMT	https://singaporegoldmart.com/uploads/cust_product_image/cust_product_85_1.jpg	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/uploads/cust_product_image/cust_product_85_1.jpg	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:42	111138/111138	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2010:15:42%20GMT	https://singaporegoldmart.com/home/customized_order/items/36/86	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/home/customized_order/items/36/86.html	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:42	42115/42115	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2009:16:12%20GMT	https://singaporegoldmart.com/uploads/cust_product_image/cust_product_86_1.jpg	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/uploads/cust_product_image/cust_product_86_1.jpg	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:43	111219/111219	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2010:15:42%20GMT	https://singaporegoldmart.com/home/customized_order/items/36/87	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/home/customized_order/items/36/87.html	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:43	146146/146146	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2009:16:12%20GMT	https://singaporegoldmart.com/uploads/cust_product_image/cust_product_87_1.jpg	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/uploads/cust_product_image/cust_product_87_1.jpg	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:44	56155/56155	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2009:16:13%20GMT	https://singaporegoldmart.com/uploads/cust_product_image/cust_product_88_1.jpg	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/uploads/cust_product_image/cust_product_88_1.jpg	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:44	111222/111222	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2010:15:43%20GMT	https://singaporegoldmart.com/home/customized_order/items/36/88	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/home/customized_order/items/36/88.html	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:44	111130/111130	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2010:15:44%20GMT	https://singaporegoldmart.com/home/customized_order/items/36/89	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/home/customized_order/items/36/89.html	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:44	31396/31396	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2009:16:12%20GMT	https://singaporegoldmart.com/uploads/cust_product_image/cust_product_89_1.jpg	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/uploads/cust_product_image/cust_product_89_1.jpg	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:45	111134/111134	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2010:15:45%20GMT	https://singaporegoldmart.com/home/customized_order/items/36/90	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/home/customized_order/items/36/90.html	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:45	230482/230482	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2009:16:13%20GMT	https://singaporegoldmart.com/uploads/cust_product_image/cust_product_90_1.jpg	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/uploads/cust_product_image/cust_product_90_1.jpg	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:46	19327/19327	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2009:16:12%20GMT	https://singaporegoldmart.com/uploads/cust_product_image/cust_product_91_1.jpg	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/uploads/cust_product_image/cust_product_91_1.jpg	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:46	111226/111226	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2010:15:45%20GMT	https://singaporegoldmart.com/home/customized_order/items/36/91	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/home/customized_order/items/36/91.html	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:47	70424/70424	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Oct%202020%2009:16:13%20GMT	https://singaporegoldmart.com/uploads/cust_product_image/cust_product_92_1.jpg	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/uploads/cust_product_image/cust_product_92_1.jpg	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:47	111225/111225	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2010:15:46%20GMT	https://singaporegoldmart.com/home/customized_order/items/36/92	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/home/customized_order/items/36/92.html	(from https://singaporegoldmart.com/home/customized_order/category/36)
15:45:47	111239/111239	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Mar%202024%2010:15:47%20GMT	https://singaporegoldmart.com/home/customized_order/items/37/65	D:/HTML%20Mirror%20templetes/singapore%20mart/singaporegoldmart.com/home/customized_order/items/37/65.html	(from https://singaporegoldmart.com/home/customized_order/category/37)
